
 377, Son, 86, 81, 102,121 

 961, Temperature, 131, 37, 147,228 

 735, Temperature, 107, 35, 166,205 

 571, Son, 53, 31, 67,157 

 393, Son, 184, 91, 261,287 

 662, Son, 92, 72, 106,193 

 698, Son, 134, 42, 170,253 

 761, Son, 89, 26, 120,160 

 671, Luminosite, 93, 42, 178,220 

 244, Temperature, 138, 78, 154,182 

 936, Luminosite, 111, 94, 122,178 

 213, Temperature, 95, 43, 177,182 

 818, Son, 108, 80, 149,175 

 149, Temperature, 94, 45, 191,205 

 172, Son, 71, 40, 143,184 

 434, Temperature, 113, 97, 125,223 

 355, Luminosite, 92, 58, 128,179 

 925, Luminosite, 111, 57, 192,233 

 873, Son, 97, 20, 114,176 

 143, Luminosite, 74, 42, 87,162 

 537, Luminosite, 34, 16, 75,166 

 451, Son, 115, 53, 185,238 

 920, Temperature, 172, 99, 184,280 

 35, Luminosite, 126, 40, 202,285 

 137, Son, 171, 99, 172,208 

 679, Son, 94, 4, 123,201 

 270, Temperature, 41, 18, 78,99 

 633, Luminosite, 99, 74, 157,247 

 85, Son, 41, 4, 104,164 

 722, Luminosite, 128, 82, 171,207 

 720, Luminosite, 125, 38, 188,218 

 173, Son, 101, 59, 155,188 

 832, Luminosite, 163, 73, 207,292 

 685, Temperature, 133, 57, 205,238 
